Mark, Crank_target, ParkMode, MG1Anglemeasuredrad, MG1_Speed_Measured, MG1TorquemeasuredNm, Crankangle, MG2_Torque, MG2Speed, ThresholdTorque_Nm, ThresholdSpeed_rpm, ParkPosition_rad, VminAcceleration_Kmh, VminDeceleration_Kmh, C_MG1_Park_Nm_radps, K_MG1_Park_Nm_rad, ParkMaxTorque_Nm, SupportLevel, CruiseControlSpeed, Front_Brake_On, Rear_Brake_On, MG1_target_spd_rpm, MG1_target_trq_A, MG1_mode, MG2_target_trq_A, Kalman_states[1], Kalman_states[2], Kalman_states[3], Kalman_states[4], Kalman_states[5], Kalman_states[6], Kalman_states[7], Kalman_states[8], Kalman_states[9], Kalman_states[10], V_bike_kmh, Crank_speed_rads, Crank_torque_Nm_filt, now, ts1, ts2, ts3, ts4, activation_time, rt_reset, overflowed, 
0, 70, 0, 2.617, 0, 0.003, 3.7, 0.015, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 0, -1.37494, 0, 0, 0, 12.3715, -0.733467, 0.000980907, 0.00442392, -0.0116857, -0.000685027, -0.140148, 0, 0, 0, -0.00763735, -0.00610115, 0, 296.368127, 296.368144, 296.368236, 296.368238, 296.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.702, 0.05, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 0, -0.724593, 0, 0, 0, 12.3715, -0.733208, -0.000275302, 0.00429285, -0.025487, -0.000732662, -0.103405, 0, 0, 0, -0.0101981, 0.00935246, 0, 296.468126, 296.468143, 296.468235, 296.468237, 296.468238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.002, 3.702, -0.015, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.35758, 0, 0, 0, 12.3715, -0.73305, 0.000653607, 0.00401497, -0.0121683, -0.000329399, -0.0813666, 0, 0, 0, -0.0078055, -0.00644059, -0, 296.568126, 296.568143, 296.568236, 296.568239, 296.568239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.008, 3.702, -0.02, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.947492, 0, 0, 0, 12.3715, -0.733605, -0.000203519, 4.22315e-05, -0.00671908, -0.000502593, 0.0341578, 0, 0, 0, -0.0060543, -0.000614708, 0, 296.668128, 296.668144, 296.668237, 296.668239, 296.668240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.001, 3.702, -0.065, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -0.66071, 0, 0, 0, 12.3715, -0.733971, 0.00207864, -0.00276113, -0.0228575, -0.000681947, 0.110743, 0, 0, 0, -0.00819242, 0.00255193, -0, 296.768126, 296.768143, 296.768235, 296.768238, 296.768238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.7, 0.005, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -1.10652, 0, 0, 0, 12.3717, -0.734155, 0.00891486, -0.00287828, -0.0265268, -0.00104907, 0.0763318, 0, 0, 0, -0.00494097, -0.00645047, -0, 296.868126, 296.868143, 296.868236, 296.868238, 296.868239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.007, 3.7, -0.005, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.521643, -0, 0, 0, 12.3715, -0.733997, 0.00136299, -0.00123167, -0.00861693, 3.29247e-05, 0.0128662, 0, 0, 0, -0.00666666, 0.00475741, -0, 296.968127, 296.968143, 296.968237, 296.968239, 296.968240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.008, 3.702, -0.01, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.870616, 0, 0, 0, 12.3716, -0.734641, 0.00547772, -0.00362934, -0.0111851, 6.39861e-05, 0.0625355, 0, 0, 0, -0.0109848, -0.00707628, -0, 297.068127, 297.068143, 297.068236, 297.068238, 297.068238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0.10472, 0.003, 3.7, -0.085, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.31549, 0, 0, 0, 12.3716, -0.733882, 0.00469697, 0.00158666, 0.000609288, -0.000258433, -0.0877284, 0, 0, 0, -0.00491035, 0.00737231, 0, 297.168126, 297.168143, 297.168235, 297.168238, 297.168238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.702, 0.06, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.70239, 0, 0, 0, 12.3716, -0.733373, 0.00824913, 0.00402601, -0.0182944, -0.000626923, -0.134897, 0, 0, 0, -0.00484568, -0.00134341, 0, 297.268126, 297.268143, 297.268235, 297.268237, 297.268238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.704, 0.005, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.514537, 0, 0, 0, 12.3715, -0.732745, -0.0052881, 0.00640991, -0.00105499, -0.00120701, -0.171478, 0, 0, 0, -0.00718964, 0.0016921, 0, 297.368127, 297.368144, 297.368236, 297.368238, 297.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0.10472, -0.003, 3.704, -0.01, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.891397, 0, 0, 0, 12.3714, -0.733096, -0.00280946, 0.0023793, -0.0314531, -0.00144064, -0.025536, 0, 0, 0, -0.00605586, 0.00134056, 0, 297.468126, 297.468142, 297.468235, 297.468237, 297.468237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.686, 0.03, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.811662, 0, 0, 0, 12.3715, -0.733128, 0.00251487, 0.000469713, -0.00558877, 0.000675678, 0.0440488, 0, 0, 0, -0.00659511, 0.00128217, 0, 297.568126, 297.568142, 297.568236, 297.568238, 297.568239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.7, -0.045, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -0.687452, 0, 0, 0, 12.3715, -0.733576, 0.0018016, -0.00284508, -0.0390718, -0.00109418, 0.12548, 0, 0, 0, -0.0056782, -0.00402125, -0, 297.668126, 297.668143, 297.668236, 297.668238, 297.668239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.004, 3.702, 0.005, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.810705, 0, 0, 0, 12.3715, -0.732758, 0.00167007, 0.0013187, -0.00809037, 0.000287736, -0.00515607, 0, 0, 0, -0.00628902, 0.00634215, 0, 297.768127, 297.768143, 297.768237, 297.768239, 297.768240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.7, 0.015, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.654243, -0, 0, 0, 12.3715, -0.733699, -0.00058398, -0.00371843, 0.00709427, -0.000315164, 0.122177, 0, 0, 0, -0.00711433, -0.00847121, 0, 297.868126, 297.868142, 297.868235, 297.868237, 297.868238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.001, 3.7, -0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.06131, -0, 0, 0, 12.3715, -0.733727, 0.00019516, -0.00297113, -0.0139449, -0.00091517, 0.0725717, 0, 0, 0, -0.00893992, 0.00437746, 0, 297.968127, 297.968143, 297.968236, 297.968238, 297.968238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.7, 0.04, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.919471, 0, 0, 0, 12.3716, -0.734472, 0.00486369, -0.00595242, -0.0214122, 7.88011e-05, 0.130869, 0, 0, 0, -0.010621, -0.00412813, -0, 298.068127, 298.068144, 298.068237, 298.068239, 298.068240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, -0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.34533, -0, 0, 0, 12.3715, -0.733916, 0.0017751, -0.00095469, -0.0198018, -0.000929721, -0.0358266, 0, 0, 0, -0.00161555, 0.00127597, -0, 298.168126, 298.168143, 298.168236, 298.168238, 298.168238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.702, 0.005, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 0, -0.364103, -0, 0, 0, 12.3715, -0.733467, 0.00042508, 0.001719, -0.00879929, -0.00045557, -0.0904643, 0, 0, 0, -0.0168672, 0.00495458, 0, 298.268126, 298.268143, 298.268235, 298.268237, 298.268238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.011, 3.704, -0.025, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.73296, 0, 0, 0, 12.3716, -0.732721, 0.00435086, 0.00465957, -0.0239097, -0.000850968, -0.135509, 0, 0, 0, -0.0227919, 0.00386665, 0, 298.368127, 298.368144, 298.368236, 298.368239, 298.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.002, 3.702, -0.015, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -2.95599, -0, 0, 0, 12.3715, -0.732548, 0.00127311, 0.00399703, -0.0129143, -0.000340643, -0.0847005, 0, 0, 0, -0.013782, -0.00227892, -0, 298.468126, 298.468143, 298.468236, 298.468238, 298.468239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.002, 3.702, -0.035, 0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.7791, 0, 0, 0, 12.3715, -0.73328, 0.00125368, -0.00091455, -0.0180754, -0.000617621, 0.0563737, 0, 0, 0, -0.0148402, -0.003146, -0, 298.568126, 298.568143, 298.568237, 298.568239, 298.568239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.006, 3.7, -0.04, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -1.54672, 0, 0, 0, 12.3716, -0.733964, 0.00871214, -0.00397411, -0.0257019, -0.000420398, 0.107938, 0, 0, 0, 0.00239189, -0.00414187, -0, 298.668128, 298.668144, 298.668238, 298.668240, 298.668240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.702, 0.005, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -0.225271, -0, 0, 0, 12.3715, -0.733431, -6.65361e-05, -0.00016843, -0.0108063, -0.000354233, -0.0165001, 0, 0, 0, -0.0254558, 0.00643001, -0, 298.768126, 298.768143, 298.768235, 298.768238, 298.768238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.003, 3.7, -0.005, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -2.48523, 0, 0, 0, 12.3716, -0.733507, 0.0043624, -0.000326714, -0.0158424, -0.000776162, -0.0123105, 0, 0, 0, -0.0133364, -0.00338421, 0, 298.868126, 298.868143, 298.868235, 298.868237, 298.868238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.702, -0.01, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -2.29042, 0, 0, 0, 12.3716, -0.73281, 0.00266618, 0.00330033, -0.0101171, -0.000279996, -0.103355, 0, 0, 0, -0.0195376, 0.00554779, -0, 298.968127, 298.968143, 298.968236, 298.968238, 298.968238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.003, 3.704, -0.025, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 0, -1.90971, -0, 0, 0, 12.3715, -0.733083, 0.00139274, 0.00104768, -0.0110668, -0.000792673, -0.0234923, 0, 0, 0, -0.0142455, -0.0036759, -0, 299.068127, 299.068144, 299.068236, 299.068239, 299.068239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0.10472, -0.003, 3.702, 0, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -2.03965, -0, 0, 0, 12.3716, -0.733263, 0.00691443, -0.000122133, -0.00524288, 0.000169155, 0.00646936, 0, 0, 0, -0.0119822, -0.00142602, 0, 299.168125, 299.168142, 299.168234, 299.168237, 299.168237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.699, -0.03, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.34917, -0, 0, 0, 12.3715, -0.733275, -0.00185238, -0.000670252, -0.00327163, -0.00042128, 0.0321832, 0, 0, 0, -0.0100841, 0.00523088, 0, 299.268126, 299.268142, 299.268236, 299.268238, 299.268239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.702, -0.03, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.29511, -0, 0, 0, 12.3714, -0.733076, -0.00233562, 0.000518375, -0.0130066, -0.000605662, -0.0113642, 0, 0, 0, -0.00660189, -0.00599512, 0, 299.368128, 299.368144, 299.368236, 299.368239, 299.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.702, -0.04, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.834611, -0, 0, 0, 12.3715, -0.73199, 0.00298627, 0.00545665, -0.0187439, -0.000257655, -0.133323, 0, 0, 0, -0.0133042, 0.0120044, -0, 299.468127, 299.468143, 299.468235, 299.468238, 299.468238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.702, -0.02, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.5183, 0, 0, 0, 12.3716, -0.733216, 0.00253921, -0.00212812, 0.00308974, 1.8147e-05, 0.0877454, 0, 0, 0, -0.00344954, -0.013997, -0, 299.568126, 299.568142, 299.568236, 299.568238, 299.568239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.004, 3.7, 0.02, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.642666, -0, 0, 0, 12.3715, -0.733691, -0.000856502, -0.00396116, -0.020231, -0.000996052, 0.108252, 0, 0, 0, -0.0109906, 0.0024956, 0, 299.668127, 299.668144, 299.668236, 299.668238, 299.668239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.7, 0.03, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.1383, 0, 0, 0, 12.3716, -0.733347, 0.00319876, -0.00147181, -0.0263457, -0.000993176, 0.0221789, 0, 0, 0, -0.00594967, 0.00413497, 0, 299.768126, 299.768142, 299.768235, 299.768237, 299.768238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.005, 3.702, -0.01, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.860946, -0, 0, 0, 12.3715, -0.732936, -0.000788269, 0.00108711, -0.0124279, -0.000430406, -0.0502562, 0, 0, 0, -0.00865629, -0.00075211, 0, 299.868126, 299.868143, 299.868235, 299.868237, 299.868238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.005, 3.7, -0.03, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.986589, 0, 0, 0, 12.3715, -0.733163, 0.00211534, -0.000683257, -0.0294387, -0.00081132, 0.014322, 0, 0, 0, -0.00972503, 0.00260143, 0, 299.968126, 299.968143, 299.968234, 299.968237, 299.968237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0.10472, -0.003, 3.702, -0.02, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -1.21341, -0, 0, 0, 12.3716, -0.733404, 0.00183676, -0.00200144, -0.00983734, -0.000797551, 0.0519171, 0, 0, 0, -0.00406535, -0.0043987, -0, 300.068127, 300.068143, 300.068236, 300.068238, 300.068239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.702, -0.045, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -0.554519, 0, 0, 0, 12.3715, -0.733291, 0.00239077, -0.000873406, -0.0242494, -0.000598299, 0.00561291, 0, 0, 0, -0.00795457, -0.000768923, -0, 300.168126, 300.168143, 300.168236, 300.168238, 300.168238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, 0.055, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 1, 1, -0.877925, 0, 0, 0, 12.3717, -0.733299, 0.0117143, -0.000678779, -0.0354721, -0.000795532, -0.00419411, 0, 0, 0, -0.00901512, 0.00147611, -0, 300.268126, 300.268142, 300.268236, 300.268238, 300.268239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.702, -0.005, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.04103, 0, 0, 0, 12.3716, -0.734224, 0.000760628, -0.00493973, 0.00566142, 0.000299368, 0.107842, 0, 0, 0, -0.00742433, -0.00623198, -0, 300.368128, 300.368144, 300.368236, 300.368238, 300.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.702, 0.015, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.08225, 0, 0, 0, 12.3715, -0.734067, -0.000161093, -0.00244071, -0.00573744, -6.46239e-05, 0.0171591, 0, 0, 0, -0.00452037, 0.00243401, 0, 300.468126, 300.468143, 300.468235, 300.468237, 300.468238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.002, 3.7, 0.005, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.457496, -0, 0, 0, 12.3715, -0.73471, 3.02646e-05, -0.00454731, -0.0239389, -0.00116042, 0.0628794, 0, 0, 0, -0.007903, -0.00543745, 0, 300.568127, 300.568156, 300.568249, 300.568251, 300.568252, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.699, 0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.958129, 0, 0, 0, 12.3715, -0.73417, -0.000392231, 5.58505e-05, -0.0148553, -0.000842005, -0.0764973, 0, 0, 0, -0.00712541, 0.00373103, 0, 300.668128, 300.668144, 300.668237, 300.668240, 300.668240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.004, 3.702, -0.015, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.895366, -0, 0, 0, 12.3715, -0.73404, 0.000174724, 0.000958803, -0.016359, -0.000204605, -0.0802936, 0, 0, 0, -0.0088288, 0.00198108, 0, 300.768127, 300.768143, 300.768235, 300.768237, 300.768238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.001, 3.7, 0.02, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.958385, 0, 0, 0, 12.3716, -0.733939, 0.00595138, 0.00173402, -0.0346015, -0.00127978, -0.0914479, 0, 0, 0, -0.00598182, -0.0041908, 0, 300.868126, 300.868142, 300.868235, 300.868237, 300.868237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.002, 3.702, 0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.833257, -0, 0, 0, 12.3715, -0.734684, 0.000370582, -0.00200958, -0.0250095, -0.00133949, 0.0170954, 0, 0, 0, -0.0065018, -0.0023773, -0, 300.968127, 300.968144, 300.968236, 300.968238, 300.968239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.702, -0.03, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.738785, 0, 0, 0, 12.3716, -0.734584, 0.00422733, -0.00115774, -0.0285974, -0.00063794, -0.00222901, 0, 0, 0, -0.00507933, 0.00460261, -0, 301.068128, 301.068144, 301.068238, 301.068240, 301.068240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, 0.02, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.680376, -0, 0, 0, 12.3716, -0.735116, 0.00290826, -0.00306932, -0.011897, -0.0004174, 0.0401357, 0, 0, 0, -0.0067314, -0.00922279, 0, 301.168127, 301.168144, 301.168237, 301.168239, 301.168239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, -0.04, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.76239, 0, 0, 0, 12.3716, -0.73408, 0.00671219, 0.00297051, -0.0139869, -0.000148265, -0.118402, 0, 0, 0, -0.00933871, 0.0123018, 0, 301.268126, 301.268143, 301.268235, 301.268237, 301.268238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.7, -0.01, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -1.16526, -0, 0, 0, 12.3717, -0.734247, 0.00610992, 0.00147555, -0.00669553, -0.000569527, -0.0534654, 0, 0, 0, -0.00477958, -0.00652631, 0, 301.368127, 301.368144, 301.368236, 301.368238, 301.368239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.7, -0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 1, -0.641958, 0, 0, 0, 12.3714, -0.733909, -0.00599272, 0.00246002, 0.00385447, 0.000254728, -0.0569262, 0, 0, 0, -0.00824714, 0.00569162, 0, 301.468126, 301.468143, 301.468236, 301.468238, 301.468238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.001, 3.7, 0.04, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.934343, 0, 0, 0, 12.3715, -0.73433, 0.000972646, -0.00095687, -0.0243749, -0.000281251, 0.0519524, 0, 0, 0, -0.00511493, -0.00199089, 0, 301.568126, 301.568142, 301.568235, 301.568237, 301.568237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.006, 3.702, -0.015, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.639712, 0, 0, 0, 12.3716, -0.73486, 0.00590663, -0.00292, -0.0244961, -0.00088382, 0.0724973, 0, 0, 0, -0.00385115, -0.00802891, -0, 301.668127, 301.668144, 301.668236, 301.668239, 301.668239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.005, 3.706, 0.025, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.760279, 0, 0, 0, 12.3716, -0.733894, 0.0070696, 0.00266221, -0.0107551, -0.000628714, -0.0857622, 0, 0, 0, -0.00307727, 0.0139026, -0, 301.768138, 301.768155, 301.768262, 301.768264, 301.768265, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.01, 3.7, 0.125, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, 0.10323, 0, 0, 0, 12.3716, -0.733934, 0.00409472, 0.00167861, -0.015883, -0.000986474, -0.041482, 0, 0, 0, -0.0128421, -0.00683018, -0, 301.868126, 301.868143, 301.868235, 301.868238, 301.868238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.002, 3.7, 0.03, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.89136, -0, 0, 0, 12.3714, -0.734419, -0.00359722, -0.000950124, -0.000669323, 0.000122839, 0.0282951, 0, 0, 0, -0.00968386, -0.00178006, 0, 301.968126, 301.968143, 301.968237, 301.968239, 301.968239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0.006, 3.702, -0.03, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.02391, 0, 0, 0, 12.3716, -0.734245, 0.00736425, -5.11167e-05, -0.0288818, -0.00025452, -0.00180785, 0, 0, 0, -0.00713799, 0.00307657, 0, 302.068127, 302.068143, 302.068236, 302.068238, 302.068238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.001, 3.699, -0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.953141, 0, 0, 0, 12.3715, -0.734087, 0.000754857, 0.00115148, -0.00923232, -0.000436561, -0.0423753, 0, 0, 0, -0.00331707, -0.00309552, 0, 302.168126, 302.168143, 302.168236, 302.168238, 302.168239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, 0, -0.0418879, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.445668, -0, 0, 0, 12.3716, -0.733815, 0.00438164, 0.00219738, -0.024985, -0.000813426, -0.0636664, 0, 0, 0, -0.0139439, 0.00394533, 0, 302.268126, 302.268143, 302.268235, 302.268237, 302.268238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.005, 3.702, 0.01, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.62296, 0, 0, 0, 12.3716, -0.734116, 0.00595518, 2.90198e-05, -0.0204901, -0.000578641, 0.00331607, 0, 0, 0, -0.0203135, -0.0032677, -0, 302.368128, 302.368144, 302.368238, 302.368240, 302.368240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0.10472, -0.004, 3.702, 0.035, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -2.4194, -0, 0, 0, 12.3716, -0.733702, 0.0034245, 0.0023735, -0.0186736, -0.000587531, -0.0697258, 0, 0, 0, -0.0116384, 0.000252912, -0, 302.468127, 302.468144, 302.468237, 302.468239, 302.468240, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.001, 3.702, -0.01, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.5408, 0, 0, 0, 12.3717, -0.734689, 0.0096978, -0.00344276, -0.0223072, -0.000702126, 0.0972894, 0, 0, 0, -0.00824008, -0.00216014, -0, 302.568125, 302.568142, 302.568234, 302.568237, 302.568237, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, 0, 3.7, 0.025, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.917204, -0, 0, 0, 12.3716, -0.734435, 0.00180097, -0.000983712, -0.0150462, -0.000655478, 0.00360034, 0, 0, 0, -0.00832037, -0.00126834, -0, 302.668127, 302.668144, 302.668236, 302.668239, 302.668239, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.003, 3.7, 0.02, -0.020944, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -1.14578, 0, 0, 0, 12.3716, -0.734797, 0.00663925, -0.00236213, -0.0200916, -0.000376658, 0.0354831, 0, 0, 0, -0.00837374, 0.000467814, 0, 302.768126, 302.768143, 302.768235, 302.768237, 302.768238, 113.139131, 0, 0, 
0, 70, 0, 2.617, 0, -0.004, 3.702, -0.045, 0, 4, 0, 0, 2, 1, 3, 10, 7, 2, 30, 0, 0, -0.865749, 0, 0, 0, 12.3716, -0.734607, 0.00421315, -0.000701045, -0.0139801, -0.000742072, -0.0129781, 0, 0, 0, -0.0083494, 0.00104386, -0, 302.868126, 302.868143, 302.868255, 302.868258, 302.868258, 113.139131, 0, 0, 
